Date,Week,Month,Quarter,Year,Timestamp,Workout Type,Workout Name
5/27/14,2014-W22,2014-05,2014-Q2,2014,5/27/14 0:00,Unknown,Legacy Exercise
4/22/14,2014-W17,2014-04,2014-Q2,2014,4/22/14 0:00,Unknown,Legacy Exercise
4/11/14,2014-W15,2014-04,2014-Q2,2014,4/11/14 0:00,Unknown,Legacy Exercise
4/9/14,2014-W15,2014-04,2014-Q2,2014,4/9/14 0:00,Unknown,Legacy Exercise
4/8/14,2014-W15,2014-04,2014-Q2,2014,4/8/14 0:00,Unknown,Legacy Exercise
4/5/14,2014-W14,2014-04,2014-Q2,2014,4/5/14 0:00,Unknown,Legacy Exercise
3/30/14,2014-W13,2014-03,2014-Q1,2014,3/30/14 0:00,Unknown,Legacy Exercise
3/29/14,2014-W13,2014-03,2014-Q1,2014,3/29/14 0:00,Unknown,Legacy Exercise
3/27/14,2014-W13,2014-03,2014-Q1,2014,3/27/14 0:00,Unknown,Legacy Exercise
3/17/14,2014-W12,2014-03,2014-Q1,2014,3/17/14 0:00,Unknown,Legacy Exercise
3/9/14,2014-W10,2014-03,2014-Q1,2014,3/9/14 0:00,Unknown,Legacy Exercise
3/5/14,2014-W10,2014-03,2014-Q1,2014,3/5/14 0:00,Unknown,Legacy Exercise
2/27/14,2014-W09,2014-02,2014-Q1,2014,2/27/14 0:00,Unknown,Legacy Exercise
2/26/14,2014-W09,2014-02,2014-Q1,2014,2/26/14 0:00,Unknown,Legacy Exercise
2/15/14,2014-W07,2014-02,2014-Q1,2014,2/15/14 0:00,Unknown,Legacy Exercise
2/11/14,2014-W07,2014-02,2014-Q1,2014,2/11/14 0:00,Unknown,Legacy Exercise
2/6/14,2014-W06,2014-02,2014-Q1,2014,2/6/14 0:00,Unknown,Legacy Exercise
2/4/14,2014-W06,2014-02,2014-Q1,2014,2/4/14 0:00,Unknown,Legacy Exercise
2/1/14,2014-W05,2014-02,2014-Q1,2014,2/1/14 0:00,Unknown,Legacy Exercise
1/30/14,2014-W05,2014-01,2014-Q1,2014,1/30/14 0:00,Unknown,Legacy Exercise
1/29/14,2014-W05,2014-01,2014-Q1,2014,1/29/14 0:00,Unknown,Legacy Exercise
1/28/14,2014-W05,2014-01,2014-Q1,2014,1/28/14 0:00,Unknown,Legacy Exercise
1/22/14,2014-W04,2014-01,2014-Q1,2014,1/22/14 0:00,Unknown,Legacy Exercise
1/21/14,2014-W04,2014-01,2014-Q1,2014,1/21/14 0:00,Unknown,Legacy Exercise
1/15/14,2014-W03,2014-01,2014-Q1,2014,1/15/14 0:00,Unknown,Legacy Exercise
1/13/14,2014-W03,2014-01,2014-Q1,2014,1/13/14 0:00,Unknown,Legacy Exercise
1/9/14,2014-W02,2014-01,2014-Q1,2014,1/9/14 0:00,Unknown,Legacy Exercise
1/8/14,2014-W02,2014-01,2014-Q1,2014,1/8/14 0:00,Unknown,Legacy Exercise
1/7/14,2014-W02,2014-01,2014-Q1,2014,1/7/14 0:00,Unknown,Legacy Exercise
1/6/14,2014-W02,2014-01,2014-Q1,2014,1/6/14 0:00,Unknown,Legacy Exercise
1/3/14,2014-W01,2014-01,2014-Q1,2014,1/3/14 0:00,Unknown,Legacy Exercise
12/17/13,2013-W51,2013-12,2013-Q4,2013,12/17/13 0:00,Unknown,Legacy Exercise
12/8/13,2013-W49,2013-12,2013-Q4,2013,12/8/13 0:00,Unknown,Legacy Exercise
12/3/13,2013-W49,2013-12,2013-Q4,2013,12/3/13 0:00,Unknown,Legacy Exercise
11/20/13,2013-W47,2013-11,2013-Q4,2013,11/20/13 0:00,Unknown,Legacy Exercise
11/18/13,2013-W47,2013-11,2013-Q4,2013,11/18/13 0:00,Unknown,Legacy Exercise
11/11/13,2013-W46,2013-11,2013-Q4,2013,11/11/13 0:00,Unknown,Legacy Exercise
10/20/13,2013-W42,2013-10,2013-Q4,2013,10/20/13 0:00,Unknown,Legacy Exercise
10/18/13,2013-W42,2013-10,2013-Q4,2013,10/18/13 0:00,Unknown,Legacy Exercise
10/15/13,2013-W42,2013-10,2013-Q4,2013,10/15/13 0:00,Unknown,Legacy Exercise
10/14/13,2013-W42,2013-10,2013-Q4,2013,10/14/13 0:00,Unknown,Legacy Exercise
10/12/13,2013-W41,2013-10,2013-Q4,2013,10/12/13 0:00,Unknown,Legacy Exercise
10/10/13,2013-W41,2013-10,2013-Q4,2013,10/10/13 0:00,Unknown,Legacy Exercise
10/4/13,2013-W40,2013-10,2013-Q4,2013,10/4/13 0:00,Unknown,Legacy Exercise
10/3/13,2013-W40,2013-10,2013-Q4,2013,10/3/13 0:00,Unknown,Legacy Exercise
10/2/13,2013-W40,2013-10,2013-Q4,2013,10/2/13 0:00,Unknown,Legacy Exercise
10/1/13,2013-W40,2013-10,2013-Q4,2013,10/1/13 0:00,Unknown,Legacy Exercise
9/27/13,2013-W39,2013-09,2013-Q3,2013,9/27/13 0:00,Unknown,Legacy Exercise
9/25/13,2013-W39,2013-09,2013-Q3,2013,9/25/13 0:00,Unknown,Legacy Exercise
9/17/13,2013-W38,2013-09,2013-Q3,2013,9/17/13 0:00,Unknown,Legacy Exercise
9/13/13,2013-W37,2013-09,2013-Q3,2013,9/13/13 0:00,Unknown,Legacy Exercise
9/12/13,2013-W37,2013-09,2013-Q3,2013,9/12/13 0:00,Unknown,Legacy Exercise
8/28/13,2013-W35,2013-08,2013-Q3,2013,8/28/13 0:00,Unknown,Legacy Exercise
8/26/13,2013-W35,2013-08,2013-Q3,2013,8/26/13 0:00,Unknown,Legacy Exercise
8/20/13,2013-W34,2013-08,2013-Q3,2013,8/20/13 0:00,Unknown,Legacy Exercise
8/13/13,2013-W33,2013-08,2013-Q3,2013,8/13/13 0:00,Unknown,Legacy Exercise
8/9/13,2013-W32,2013-08,2013-Q3,2013,8/9/13 0:00,Unknown,Legacy Exercise
8/6/13,2013-W32,2013-08,2013-Q3,2013,8/6/13 0:00,Unknown,Legacy Exercise
7/14/13,2013-W28,2013-07,2013-Q3,2013,7/14/13 0:00,Unknown,Legacy Exercise
7/10/13,2013-W28,2013-07,2013-Q3,2013,7/10/13 0:00,Unknown,Legacy Exercise
6/23/13,2013-W25,2013-06,2013-Q2,2013,6/23/13 0:00,Unknown,Legacy Exercise
6/21/13,2013-W25,2013-06,2013-Q2,2013,6/21/13 0:00,Unknown,Legacy Exercise
6/18/13,2013-W25,2013-06,2013-Q2,2013,6/18/13 0:00,Unknown,Legacy Exercise
6/17/13,2013-W25,2013-06,2013-Q2,2013,6/17/13 0:00,Unknown,Legacy Exercise
6/15/13,2013-W24,2013-06,2013-Q2,2013,6/15/13 0:00,Unknown,Legacy Exercise
6/14/13,2013-W24,2013-06,2013-Q2,2013,6/14/13 0:00,Unknown,Legacy Exercise
6/12/13,2013-W24,2013-06,2013-Q2,2013,6/12/13 0:00,Unknown,Legacy Exercise
6/10/13,2013-W24,2013-06,2013-Q2,2013,6/10/13 0:00,Unknown,Legacy Exercise
6/9/13,2013-W23,2013-06,2013-Q2,2013,6/9/13 0:00,Unknown,Legacy Exercise
5/30/13,2013-W22,2013-05,2013-Q2,2013,5/30/13 0:00,Unknown,Legacy Exercise
5/22/13,2013-W21,2013-05,2013-Q2,2013,5/22/13 0:00,Unknown,Legacy Exercise
5/21/13,2013-W21,2013-05,2013-Q2,2013,5/21/13 0:00,Unknown,Legacy Exercise
5/20/13,2013-W21,2013-05,2013-Q2,2013,5/20/13 0:00,Unknown,Legacy Exercise
5/16/13,2013-W20,2013-05,2013-Q2,2013,5/16/13 0:00,Unknown,Legacy Exercise
5/15/13,2013-W20,2013-05,2013-Q2,2013,5/15/13 0:00,Unknown,Legacy Exercise
5/14/13,2013-W20,2013-05,2013-Q2,2013,5/14/13 0:00,Unknown,Legacy Exercise
5/12/13,2013-W19,2013-05,2013-Q2,2013,5/12/13 0:00,Unknown,Legacy Exercise
5/11/13,2013-W19,2013-05,2013-Q2,2013,5/11/13 0:00,Unknown,Legacy Exercise
5/10/13,2013-W19,2013-05,2013-Q2,2013,5/10/13 0:00,Unknown,Legacy Exercise
5/8/13,2013-W19,2013-05,2013-Q2,2013,5/8/13 0:00,Unknown,Legacy Exercise
5/5/13,2013-W18,2013-05,2013-Q2,2013,5/5/13 0:00,Unknown,Legacy Exercise
5/3/13,2013-W18,2013-05,2013-Q2,2013,5/3/13 0:00,Unknown,Legacy Exercise
5/2/13,2013-W18,2013-05,2013-Q2,2013,5/2/13 0:00,Unknown,Legacy Exercise
4/29/13,2013-W18,2013-04,2013-Q2,2013,4/29/13 0:00,Unknown,Legacy Exercise
4/28/13,2013-W17,2013-04,2013-Q2,2013,4/28/13 0:00,Unknown,Legacy Exercise
4/26/13,2013-W17,2013-04,2013-Q2,2013,4/26/13 0:00,Unknown,Legacy Exercise
4/25/13,2013-W17,2013-04,2013-Q2,2013,4/25/13 0:00,Unknown,Legacy Exercise
4/23/13,2013-W17,2013-04,2013-Q2,2013,4/23/13 0:00,Unknown,Legacy Exercise
4/22/13,2013-W17,2013-04,2013-Q2,2013,4/22/13 0:00,Unknown,Legacy Exercise
