Date,Week,Month,Quarter,Year,Timestamp,Workout Type,Workout Name
5/31/19,2019-W22,2019-05,2019-Q2,2019,5/31/19 0:00,Strength,Other
5/29/19,2019-W22,2019-05,2019-Q2,2019,5/29/19 0:00,Strength,Other
5/23/19,2019-W21,2019-05,2019-Q2,2019,5/23/19 0:00,Strength,Other
5/20/19,2019-W21,2019-05,2019-Q2,2019,5/20/19 0:00,Strength,Other
5/18/19,2019-W20,2019-05,2019-Q2,2019,5/18/19 0:00,Strength,Other
5/17/19,2019-W20,2019-05,2019-Q2,2019,5/17/19 0:00,Strength,Other
5/15/19,2019-W20,2019-05,2019-Q2,2019,5/15/19 0:00,Strength,Other
5/14/19,2019-W20,2019-05,2019-Q2,2019,5/14/19 0:00,Cardio,Basketball
5/12/19,2019-W19,2019-05,2019-Q2,2019,5/12/19 0:00,Strength,Other
5/10/19,2019-W19,2019-05,2019-Q2,2019,5/10/19 0:00,Strength,Other
5/9/19,2019-W19,2019-05,2019-Q2,2019,5/9/19 0:00,Strength,Other
5/7/19,2019-W19,2019-05,2019-Q2,2019,5/7/19 0:00,Cardio,Basketball
5/5/19,2019-W18,2019-05,2019-Q2,2019,5/5/19 0:00,Strength,Other
5/2/19,2019-W18,2019-05,2019-Q2,2019,5/2/19 0:00,Strength,Other
5/1/19,2019-W18,2019-05,2019-Q2,2019,5/1/19 0:00,Strength,Other
4/29/19,2019-W18,2019-04,2019-Q2,2019,4/29/19 0:00,Strength,Other
4/27/19,2019-W17,2019-04,2019-Q2,2019,4/27/19 0:00,Cardio,Other
4/26/19,2019-W17,2019-04,2019-Q2,2019,4/26/19 0:00,Strength,Other
4/23/19,2019-W17,2019-04,2019-Q2,2019,4/23/19 0:00,Strength,Back & Bis
4/22/19,2019-W17,2019-04,2019-Q2,2019,4/22/19 0:00,Strength,Legs & Abs
4/21/19,2019-W16,2019-04,2019-Q2,2019,4/21/19 0:00,Cardio,Basketball
4/20/19,2019-W16,2019-04,2019-Q2,2019,4/20/19 0:00,Mobility,Yoga
4/16/19,2019-W16,2019-04,2019-Q2,2019,4/16/19 0:00,Strength,Other
4/14/19,2019-W15,2019-04,2019-Q2,2019,4/14/19 0:00,Cardio,Basketball
4/13/19,2019-W15,2019-04,2019-Q2,2019,4/13/19 0:00,Strength,Back & Bis
4/10/19,2019-W15,2019-04,2019-Q2,2019,4/10/19 0:00,Strength,Chest & Tris
4/8/19,2019-W15,2019-04,2019-Q2,2019,4/8/19 0:00,Strength,Legs & Abs
4/7/19,2019-W14,2019-04,2019-Q2,2019,4/7/19 0:00,Cardio,Basketball
4/4/19,2019-W14,2019-04,2019-Q2,2019,4/4/19 0:00,Strength,Other
4/1/19,2019-W14,2019-04,2019-Q2,2019,4/1/19 0:00,Strength,Back & Bis
3/30/19,2019-W13,2019-03,2019-Q1,2019,3/30/19 0:00,Strength,Chest & Tris
3/26/19,2019-W13,2019-03,2019-Q1,2019,3/26/19 0:00,Strength,Legs & Abs
3/24/19,2019-W12,2019-03,2019-Q1,2019,3/24/19 0:00,Cardio,Basketball
3/22/19,2019-W12,2019-03,2019-Q1,2019,3/22/19 0:00,Strength,Other
3/19/19,2019-W12,2019-03,2019-Q1,2019,3/19/19 0:00,Strength,Back & Bis
3/18/19,2019-W12,2019-03,2019-Q1,2019,3/18/19 0:00,Strength,Chest & Tris
3/17/19,2019-W11,2019-03,2019-Q1,2019,3/17/19 0:00,Cardio,Basketball
3/16/19,2019-W11,2019-03,2019-Q1,2019,3/16/19 0:00,Strength,Legs & Abs
3/10/19,2019-W10,2019-03,2019-Q1,2019,3/10/19 0:00,Cardio,Basketball
3/6/19,2019-W10,2019-03,2019-Q1,2019,3/6/19 0:00,Strength,Other
3/1/19,2019-W09,2019-03,2019-Q1,2019,3/1/19 0:00,Strength,Back & Bis
2/27/19,2019-W09,2019-02,2019-Q1,2019,2/27/19 0:00,Strength,Chest & Tris
2/24/19,2019-W08,2019-02,2019-Q1,2019,2/24/19 0:00,Cardio,Basketball
2/23/19,2019-W08,2019-02,2019-Q1,2019,2/23/19 0:00,Strength,Legs & Abs
2/21/19,2019-W08,2019-02,2019-Q1,2019,2/21/19 0:00,Strength,Other
2/17/19,2019-W07,2019-02,2019-Q1,2019,2/17/19 0:00,Cardio,Basketball
2/13/19,2019-W07,2019-02,2019-Q1,2019,2/13/19 0:00,Strength,Back & Bis
2/11/19,2019-W07,2019-02,2019-Q1,2019,2/11/19 0:00,Strength,Chest & Tris
2/10/19,2019-W06,2019-02,2019-Q1,2019,2/10/19 0:00,Cardio,Basketball
2/9/19,2019-W06,2019-02,2019-Q1,2019,2/9/19 0:00,Strength,Legs & Abs
2/5/19,2019-W06,2019-02,2019-Q1,2019,2/5/19 0:00,Strength,Other
2/2/19,2019-W05,2019-02,2019-Q1,2019,2/2/19 0:00,Strength,Back & Bis
1/27/19,2019-W04,2019-01,2019-Q1,2019,1/27/19 0:00,Cardio,Basketball
1/25/19,2019-W04,2019-01,2019-Q1,2019,1/25/19 0:00,Strength,Chest & Tris
1/23/19,2019-W04,2019-01,2019-Q1,2019,1/23/19 0:00,Strength,Legs & Abs
1/20/19,2019-W03,2019-01,2019-Q1,2019,1/20/19 0:00,Strength,Other
1/13/19,2019-W02,2019-01,2019-Q1,2019,1/13/19 0:00,Cardio,Basketball
1/12/19,2019-W02,2019-01,2019-Q1,2019,1/12/19 0:00,Strength,Back & Bis
1/10/19,2019-W02,2019-01,2019-Q1,2019,1/10/19 0:00,Strength,Chest & Tris
1/8/19,2019-W02,2019-01,2019-Q1,2019,1/8/19 0:00,Cardio,Other
1/5/19,2019-W01,2019-01,2019-Q1,2019,1/5/19 0:00,Strength,Other
1/1/19,2019-W01,2019-01,2019-Q1,2019,1/1/19 0:00,Strength,Legs & Abs
12/18/18,2018-W51,2018-12,2018-Q4,2018,12/18/18 0:00,Strength,Back & Bis
12/17/18,2018-W51,2018-12,2018-Q4,2018,12/17/18 0:00,Strength,Other
12/7/18,2018-W49,2018-12,2018-Q4,2018,12/7/18 0:00,Strength,Legs & Abs
12/6/18,2018-W49,2018-12,2018-Q4,2018,12/6/18 0:00,Strength,Chest & Tris
12/2/18,2018-W48,2018-12,2018-Q4,2018,12/2/18 0:00,Strength,Back & Bis
11/27/18,2018-W48,2018-11,2018-Q4,2018,11/27/18 0:00,Strength,Other
11/25/18,2018-W47,2018-11,2018-Q4,2018,11/25/18 0:00,Strength,Chest & Tris
11/20/18,2018-W47,2018-11,2018-Q4,2018,11/20/18 0:00,Strength,Legs & Abs
11/16/18,2018-W46,2018-11,2018-Q4,2018,11/16/18 0:00,Strength,Back & Bis
11/8/18,2018-W45,2018-11,2018-Q4,2018,11/8/18 0:00,Strength,Chest & Tris
11/7/18,2018-W45,2018-11,2018-Q4,2018,11/7/18 0:00,Strength,Other
11/6/18,2018-W45,2018-11,2018-Q4,2018,11/6/18 0:00,Strength,Legs & Abs
11/3/18,2018-W44,2018-11,2018-Q4,2018,11/3/18 0:00,Strength,Other
10/30/18,2018-W44,2018-10,2018-Q4,2018,10/30/18 0:00,Strength,Legs & Abs
10/28/18,2018-W43,2018-10,2018-Q4,2018,10/28/18 0:00,Strength,Chest & Tris
10/27/18,2018-W43,2018-10,2018-Q4,2018,10/27/18 0:00,Strength,Back & Bis
10/21/18,2018-W42,2018-10,2018-Q4,2018,10/21/18 0:00,Strength,Other
10/15/18,2018-W42,2018-10,2018-Q4,2018,10/15/18 0:00,Cardio,Volleyball
10/12/18,2018-W41,2018-10,2018-Q4,2018,10/12/18 0:00,Strength,Other
10/11/18,2018-W41,2018-10,2018-Q4,2018,10/11/18 0:00,Strength,Legs & Abs
9/30/18,2018-W39,2018-09,2018-Q3,2018,9/30/18 0:00,Strength,Chest & Tris
9/27/18,2018-W39,2018-09,2018-Q3,2018,9/27/18 0:00,Strength,Back & Bis
9/24/18,2018-W39,2018-09,2018-Q3,2018,9/24/18 0:00,Cardio,Volleyball
9/23/18,2018-W38,2018-09,2018-Q3,2018,9/23/18 0:00,Strength,Legs & Abs
9/22/18,2018-W38,2018-09,2018-Q3,2018,9/22/18 0:00,Strength,Other
9/10/18,2018-W37,2018-09,2018-Q3,2018,9/10/18 0:00,Cardio,Volleyball
9/9/18,2018-W36,2018-09,2018-Q3,2018,9/9/18 0:00,Strength,Legs & Abs
9/8/18,2018-W36,2018-09,2018-Q3,2018,9/8/18 0:00,Strength,Other
9/3/18,2018-W36,2018-09,2018-Q3,2018,9/3/18 0:00,Strength,Other
8/28/18,2018-W35,2018-08,2018-Q3,2018,8/28/18 0:00,Mobility,Yoga
8/24/18,2018-W34,2018-08,2018-Q3,2018,8/24/18 0:00,Strength,Other
8/12/18,2018-W32,2018-08,2018-Q3,2018,8/12/18 0:00,Strength,Other
8/4/18,2018-W31,2018-08,2018-Q3,2018,8/4/18 0:00,Strength,Legs & Abs
8/3/18,2018-W31,2018-08,2018-Q3,2018,8/3/18 0:00,Strength,Other
7/30/18,2018-W31,2018-07,2018-Q3,2018,7/30/18 0:00,Cardio,Volleyball
7/28/18,2018-W30,2018-07,2018-Q3,2018,7/28/18 0:00,Strength,Legs & Abs
7/27/18,2018-W30,2018-07,2018-Q3,2018,7/27/18 0:00,Strength,Other
7/23/18,2018-W30,2018-07,2018-Q3,2018,7/23/18 0:00,Mobility,Yoga
7/19/18,2018-W29,2018-07,2018-Q3,2018,7/19/18 0:00,Strength,Other
7/16/18,2018-W29,2018-07,2018-Q3,2018,7/16/18 0:00,Cardio,Volleyball
7/15/18,2018-W28,2018-07,2018-Q3,2018,7/15/18 0:00,Cardio,HIIT
7/10/18,2018-W28,2018-07,2018-Q3,2018,7/10/18 0:00,Cardio,HIIT
7/9/18,2018-W28,2018-07,2018-Q3,2018,7/9/18 0:00,Cardio,Volleyball
7/2/18,2018-W27,2018-07,2018-Q3,2018,7/2/18 0:00,Cardio,Volleyball
6/30/18,2018-W26,2018-06,2018-Q2,2018,6/30/18 0:00,Strength,Other
6/27/18,2018-W26,2018-06,2018-Q2,2018,6/27/18 0:00,Strength,Other
6/25/18,2018-W26,2018-06,2018-Q2,2018,6/25/18 0:00,Cardio,Volleyball
6/21/18,2018-W25,2018-06,2018-Q2,2018,6/21/18 0:00,Strength,Other
6/18/18,2018-W25,2018-06,2018-Q2,2018,6/18/18 0:00,Cardio,Volleyball
6/11/18,2018-W24,2018-06,2018-Q2,2018,6/11/18 0:00,Cardio,Volleyball
6/8/18,2018-W23,2018-06,2018-Q2,2018,6/8/18 0:00,Strength,Legs & Abs
6/3/18,2018-W22,2018-06,2018-Q2,2018,6/3/18 0:00,Strength,Other
5/30/18,2018-W22,2018-05,2018-Q2,2018,5/30/18 0:00,Cardio,Basketball
5/28/18,2018-W22,2018-05,2018-Q2,2018,5/28/18 0:00,Cardio,Volleyball
5/25/18,2018-W21,2018-05,2018-Q2,2018,5/25/18 0:00,Strength,Other
5/23/18,2018-W21,2018-05,2018-Q2,2018,5/23/18 0:00,Cardio,Basketball
5/21/18,2018-W21,2018-05,2018-Q2,2018,5/21/18 0:00,Cardio,Volleyball
5/18/18,2018-W20,2018-05,2018-Q2,2018,5/18/18 0:00,Strength,Other
5/14/18,2018-W20,2018-05,2018-Q2,2018,5/14/18 0:00,Cardio,Volleyball
5/10/18,2018-W19,2018-05,2018-Q2,2018,5/10/18 0:00,Cardio,Mowed
5/9/18,2018-W19,2018-05,2018-Q2,2018,5/9/18 0:00,Cardio,Basketball
5/8/18,2018-W19,2018-05,2018-Q2,2018,5/8/18 0:00,Strength,Other
5/7/18,2018-W19,2018-05,2018-Q2,2018,5/7/18 0:00,Cardio,Volleyball
5/2/18,2018-W18,2018-05,2018-Q2,2018,5/2/18 0:00,Cardio,Basketball
5/1/18,2018-W18,2018-05,2018-Q2,2018,5/1/18 0:00,Strength,Legs & Abs
4/30/18,2018-W18,2018-04,2018-Q2,2018,4/30/18 0:00,Strength,Other
4/25/18,2018-W17,2018-04,2018-Q2,2018,4/25/18 0:00,Cardio,Basketball
4/23/18,2018-W17,2018-04,2018-Q2,2018,4/23/18 0:00,Cardio,Volleyball
4/17/18,2018-W16,2018-04,2018-Q2,2018,4/17/18 0:00,Cardio,Mowed
4/16/18,2018-W16,2018-04,2018-Q2,2018,4/16/18 0:00,Cardio,Volleyball
4/10/18,2018-W15,2018-04,2018-Q2,2018,4/10/18 0:00,Strength,Other
4/8/18,2018-W14,2018-04,2018-Q2,2018,4/8/18 0:00,Strength,Legs & Abs
4/7/18,2018-W14,2018-04,2018-Q2,2018,4/7/18 0:00,Strength,Other
3/28/18,2018-W13,2018-03,2018-Q1,2018,3/28/18 0:00,Cardio,Basketball
3/21/18,2018-W12,2018-03,2018-Q1,2018,3/21/18 0:00,Cardio,Basketball
3/19/18,2018-W12,2018-03,2018-Q1,2018,3/19/18 0:00,Strength,Other
3/13/18,2018-W11,2018-03,2018-Q1,2018,3/13/18 0:00,Strength,Legs & Abs
3/10/18,2018-W10,2018-03,2018-Q1,2018,3/10/18 0:00,Strength,Other
3/7/18,2018-W10,2018-03,2018-Q1,2018,3/7/18 0:00,Strength,Legs & Abs
3/4/18,2018-W09,2018-03,2018-Q1,2018,3/4/18 0:00,Strength,Other
3/1/18,2018-W09,2018-03,2018-Q1,2018,3/1/18 0:00,Strength,Other
2/21/18,2018-W08,2018-02,2018-Q1,2018,2/21/18 0:00,Cardio,Basketball
2/20/18,2018-W08,2018-02,2018-Q1,2018,2/20/18 0:00,Strength,Other
2/19/18,2018-W08,2018-02,2018-Q1,2018,2/19/18 0:00,Strength,Other
2/14/18,2018-W07,2018-02,2018-Q1,2018,2/14/18 0:00,Cardio,Basketball
2/13/18,2018-W07,2018-02,2018-Q1,2018,2/13/18 0:00,Strength,Chest & Tris
2/9/18,2018-W06,2018-02,2018-Q1,2018,2/9/18 0:00,Cardio,HIIT
2/7/18,2018-W06,2018-02,2018-Q1,2018,2/7/18 0:00,Cardio,Basketball
2/3/18,2018-W05,2018-02,2018-Q1,2018,2/3/18 0:00,Cardio,HIIT
2/1/18,2018-W05,2018-02,2018-Q1,2018,2/1/18 0:00,Cardio,HIIT
1/24/18,2018-W04,2018-01,2018-Q1,2018,1/24/18 0:00,Cardio,Basketball
1/21/18,2018-W03,2018-01,2018-Q1,2018,1/21/18 0:00,Cardio,HIIT
1/19/18,2018-W03,2018-01,2018-Q1,2018,1/19/18 0:00,Strength,Other
1/14/18,2018-W02,2018-01,2018-Q1,2018,1/14/18 0:00,Strength,Other
1/10/18,2018-W02,2018-01,2018-Q1,2018,1/10/18 0:00,Cardio,Basketball
1/8/18,2018-W02,2018-01,2018-Q1,2018,1/8/18 0:00,Strength,Legs & Abs
1/3/18,2018-W01,2018-01,2018-Q1,2018,1/3/18 0:00,Strength,Chest & Tris
12/23/17,2017-W52,2017-12,2017-Q4,2017,12/23/17 0:00,Strength,Chest & Tris
12/16/17,2017-W51,2017-12,2017-Q4,2017,12/16/17 0:00,Strength,Chest & Tris
12/10/17,2017-W50,2017-12,2017-Q4,2017,12/10/17 0:00,Strength,Other
12/8/17,2017-W50,2017-12,2017-Q4,2017,12/8/17 0:00,Strength,Other
12/3/17,2017-W49,2017-12,2017-Q4,2017,12/3/17 0:00,Cardio,Other
11/28/17,2017-W49,2017-11,2017-Q4,2017,11/28/17 0:00,Strength,Legs & Abs
11/26/17,2017-W48,2017-11,2017-Q4,2017,11/26/17 0:00,Strength,Chest & Tris
11/18/17,2017-W47,2017-11,2017-Q4,2017,11/18/17 0:00,Strength,Chest & Tris
11/16/17,2017-W47,2017-11,2017-Q4,2017,11/16/17 0:00,Strength,Other
11/14/17,2017-W47,2017-11,2017-Q4,2017,11/14/17 0:00,Cardio,Basketball
11/11/17,2017-W46,2017-11,2017-Q4,2017,11/11/17 0:00,Strength,Legs & Abs
11/9/17,2017-W46,2017-11,2017-Q4,2017,11/9/17 0:00,Strength,Chest & Tris
11/7/17,2017-W46,2017-11,2017-Q4,2017,11/7/17 0:00,Cardio,Basketball
11/6/17,2017-W46,2017-11,2017-Q4,2017,11/6/17 0:00,Mobility,Yoga
11/4/17,2017-W45,2017-11,2017-Q4,2017,11/4/17 0:00,Strength,Upper
11/1/17,2017-W45,2017-11,2017-Q4,2017,11/1/17 0:00,Strength,Other
10/26/17,2017-W44,2017-10,2017-Q4,2017,10/26/17 0:00,Strength,Shoulders & Traps
10/24/17,2017-W44,2017-10,2017-Q4,2017,10/24/17 0:00,Cardio,Basketball
10/16/17,2017-W43,2017-10,2017-Q4,2017,10/16/17 0:00,Strength,Chest & Tris
10/13/17,2017-W42,2017-10,2017-Q4,2017,10/13/17 0:00,Strength,Other
10/12/17,2017-W42,2017-10,2017-Q4,2017,10/12/17 0:00,Cardio,Volleyball
10/9/17,2017-W42,2017-10,2017-Q4,2017,10/9/17 0:00,Cardio,Volleyball
10/3/17,2017-W41,2017-10,2017-Q4,2017,10/3/17 0:00,Strength,Other
10/2/17,2017-W41,2017-10,2017-Q4,2017,10/2/17 0:00,Cardio,Volleyball
9/28/17,2017-W40,2017-09,2017-Q3,2017,9/28/17 0:00,Cardio,Volleyball
9/26/17,2017-W40,2017-09,2017-Q3,2017,9/26/17 0:00,Cardio,Basketball
9/25/17,2017-W40,2017-09,2017-Q3,2017,9/25/17 0:00,Cardio,Volleyball
9/24/17,2017-W39,2017-09,2017-Q3,2017,9/24/17 0:00,Strength,Legs & Abs
9/21/17,2017-W39,2017-09,2017-Q3,2017,9/21/17 0:00,Strength,Other
9/18/17,2017-W39,2017-09,2017-Q3,2017,9/18/17 0:00,Cardio,Volleyball
9/11/17,2017-W38,2017-09,2017-Q3,2017,9/11/17 0:00,Strength,Chest & Tris
9/9/17,2017-W37,2017-09,2017-Q3,2017,9/9/17 0:00,Cardio,Volleyball
9/8/17,2017-W37,2017-09,2017-Q3,2017,9/8/17 0:00,Strength,Shoulders & Traps
9/7/17,2017-W37,2017-09,2017-Q3,2017,9/7/17 0:00,Cardio,Volleyball
9/6/17,2017-W37,2017-09,2017-Q3,2017,9/6/17 0:00,Strength,Legs & Abs
9/5/17,2017-W37,2017-09,2017-Q3,2017,9/5/17 0:00,Strength,Other
9/2/17,2017-W36,2017-09,2017-Q3,2017,9/2/17 0:00,Strength,Other
8/31/17,2017-W36,2017-08,2017-Q3,2017,8/31/17 0:00,Strength,Other
8/29/17,2017-W36,2017-08,2017-Q3,2017,8/29/17 0:00,Strength,Other
8/17/17,2017-W34,2017-08,2017-Q3,2017,8/17/17 0:00,Strength,Other
8/16/17,2017-W34,2017-08,2017-Q3,2017,8/16/17 0:00,Strength,Legs & Abs
8/14/17,2017-W34,2017-08,2017-Q3,2017,8/14/17 0:00,Cardio,Other
8/13/17,2017-W33,2017-08,2017-Q3,2017,8/13/17 0:00,Strength,Other
8/6/17,2017-W32,2017-08,2017-Q3,2017,8/6/17 0:00,Strength,Other
8/1/17,2017-W32,2017-08,2017-Q3,2017,8/1/17 0:00,Strength,Other
7/31/17,2017-W32,2017-07,2017-Q3,2017,7/31/17 0:00,Strength,Other
7/30/17,2017-W31,2017-07,2017-Q3,2017,7/30/17 0:00,Strength,Other
7/27/17,2017-W31,2017-07,2017-Q3,2017,7/27/17 0:00,Strength,Other
7/26/17,2017-W31,2017-07,2017-Q3,2017,7/26/17 0:00,Mobility,Yoga
7/25/17,2017-W31,2017-07,2017-Q3,2017,7/25/17 0:00,Mobility,Yoga
7/22/17,2017-W30,2017-07,2017-Q3,2017,7/22/17 0:00,Strength,Other
7/21/17,2017-W30,2017-07,2017-Q3,2017,7/21/17 0:00,Strength,Other
7/20/17,2017-W30,2017-07,2017-Q3,2017,7/20/17 0:00,Strength,Other
7/19/17,2017-W30,2017-07,2017-Q3,2017,7/19/17 0:00,Strength,Other
7/17/17,2017-W30,2017-07,2017-Q3,2017,7/17/17 0:00,Strength,Other
7/14/17,2017-W29,2017-07,2017-Q3,2017,7/14/17 0:00,Cardio,Mowed
7/13/17,2017-W29,2017-07,2017-Q3,2017,7/13/17 0:00,Strength,Legs & Abs
7/12/17,2017-W29,2017-07,2017-Q3,2017,7/12/17 0:00,Strength,Other
7/4/17,2017-W28,2017-07,2017-Q3,2017,7/4/17 0:00,Strength,Other
6/26/17,2017-W27,2017-06,2017-Q2,2017,6/26/17 0:00,Cardio,Other
6/25/17,2017-W26,2017-06,2017-Q2,2017,6/25/17 0:00,Strength,Other
6/24/17,2017-W26,2017-06,2017-Q2,2017,6/24/17 0:00,Strength,Other
6/22/17,2017-W26,2017-06,2017-Q2,2017,6/22/17 0:00,Cardio,Mowed
6/19/17,2017-W26,2017-06,2017-Q2,2017,6/19/17 0:00,Cardio,Other
6/18/17,2017-W25,2017-06,2017-Q2,2017,6/18/17 0:00,Strength,Other
6/17/17,2017-W25,2017-06,2017-Q2,2017,6/17/17 0:00,Strength,Other
6/11/17,2017-W24,2017-06,2017-Q2,2017,6/11/17 0:00,Cardio,Basketball
6/10/17,2017-W24,2017-06,2017-Q2,2017,6/10/17 0:00,Cardio,Bike
6/9/17,2017-W24,2017-06,2017-Q2,2017,6/9/17 0:00,Strength,Legs & Abs
6/6/17,2017-W24,2017-06,2017-Q2,2017,6/6/17 0:00,Cardio,Basketball
6/3/17,2017-W23,2017-06,2017-Q2,2017,6/3/17 0:00,Strength,Other
6/2/17,2017-W23,2017-06,2017-Q2,2017,6/2/17 0:00,Strength,Other
6/1/17,2017-W23,2017-06,2017-Q2,2017,6/1/17 0:00,Cardio,Volleyball
5/29/17,2017-W23,2017-05,2017-Q2,2017,5/29/17 0:00,Strength,Other
5/28/17,2017-W22,2017-05,2017-Q2,2017,5/28/17 0:00,Strength,Other
5/26/17,2017-W22,2017-05,2017-Q2,2017,5/26/17 0:00,Cardio,Other
5/25/17,2017-W22,2017-05,2017-Q2,2017,5/25/17 0:00,Cardio,Volleyball
5/23/17,2017-W22,2017-05,2017-Q2,2017,5/23/17 0:00,Cardio,Basketball
5/21/17,2017-W21,2017-05,2017-Q2,2017,5/21/17 0:00,Cardio,Bike
5/18/17,2017-W21,2017-05,2017-Q2,2017,5/18/17 0:00,Cardio,Volleyball
5/17/17,2017-W21,2017-05,2017-Q2,2017,5/17/17 0:00,Strength,Other
5/10/17,2017-W20,2017-05,2017-Q2,2017,5/10/17 0:00,Strength,Other
5/8/17,2017-W20,2017-05,2017-Q2,2017,5/8/17 0:00,Cardio,Other
5/7/17,2017-W19,2017-05,2017-Q2,2017,5/7/17 0:00,Strength,Other
5/1/17,2017-W19,2017-05,2017-Q2,2017,5/1/17 0:00,Strength,Other
4/20/17,2017-W17,2017-04,2017-Q2,2017,4/20/17 0:00,Cardio,Volleyball
4/19/17,2017-W17,2017-04,2017-Q2,2017,4/19/17 0:00,Cardio,Other
4/10/17,2017-W16,2017-04,2017-Q2,2017,4/10/17 0:00,Cardio,Basketball
4/8/17,2017-W15,2017-04,2017-Q2,2017,4/8/17 0:00,Strength,Other
4/6/17,2017-W15,2017-04,2017-Q2,2017,4/6/17 0:00,Strength,Other
4/4/17,2017-W15,2017-04,2017-Q2,2017,4/4/17 0:00,Strength,Other
4/3/17,2017-W15,2017-04,2017-Q2,2017,4/3/17 0:00,Cardio,Basketball
4/1/17,2017-W14,2017-04,2017-Q2,2017,4/1/17 0:00,Strength,Other
3/30/17,2017-W14,2017-03,2017-Q1,2017,3/30/17 0:00,Cardio,Volleyball
3/29/17,2017-W14,2017-03,2017-Q1,2017,3/29/17 0:00,Strength,Other
3/27/17,2017-W14,2017-03,2017-Q1,2017,3/27/17 0:00,Cardio,Volleyball
3/26/17,2017-W13,2017-03,2017-Q1,2017,3/26/17 0:00,Cardio,Other
3/19/17,2017-W12,2017-03,2017-Q1,2017,3/19/17 0:00,Cardio,Other
3/13/17,2017-W12,2017-03,2017-Q1,2017,3/13/17 0:00,Cardio,Basketball
3/12/17,2017-W11,2017-03,2017-Q1,2017,3/12/17 0:00,Strength,Legs & Abs
3/11/17,2017-W11,2017-03,2017-Q1,2017,3/11/17 0:00,Strength,Other
3/6/17,2017-W11,2017-03,2017-Q1,2017,3/6/17 0:00,Cardio,Basketball
3/5/17,2017-W10,2017-03,2017-Q1,2017,3/5/17 0:00,Strength,Other
3/4/17,2017-W10,2017-03,2017-Q1,2017,3/4/17 0:00,Strength,Other
2/27/17,2017-W10,2017-02,2017-Q1,2017,2/27/17 0:00,Cardio,Basketball
2/26/17,2017-W09,2017-02,2017-Q1,2017,2/26/17 0:00,Strength,Other
2/25/17,2017-W09,2017-02,2017-Q1,2017,2/25/17 0:00,Strength,Other
2/18/17,2017-W08,2017-02,2017-Q1,2017,2/18/17 0:00,Unknown,Legacy Exercise
2/14/17,2017-W08,2017-02,2017-Q1,2017,2/14/17 0:00,Strength,Other
2/13/17,2017-W08,2017-02,2017-Q1,2017,2/13/17 0:00,Cardio,Basketball
2/12/17,2017-W07,2017-02,2017-Q1,2017,2/12/17 0:00,Cardio,Basketball
2/11/17,2017-W07,2017-02,2017-Q1,2017,2/11/17 0:00,Strength,Legs & Abs
2/7/17,2017-W07,2017-02,2017-Q1,2017,2/7/17 0:00,Strength,Other
2/6/17,2017-W07,2017-02,2017-Q1,2017,2/6/17 0:00,Cardio,Basketball
2/5/17,2017-W06,2017-02,2017-Q1,2017,2/5/17 0:00,Cardio,Other
2/4/17,2017-W06,2017-02,2017-Q1,2017,2/4/17 0:00,Mobility,Yoga
2/2/17,2017-W06,2017-02,2017-Q1,2017,2/2/17 0:00,Strength,Legs & Abs
1/31/17,2017-W06,2017-01,2017-Q1,2017,1/31/17 0:00,Strength,Other
1/30/17,2017-W06,2017-01,2017-Q1,2017,1/30/17 0:00,Cardio,Basketball
1/27/17,2017-W05,2017-01,2017-Q1,2017,1/27/17 0:00,Cardio,Other
1/19/17,2017-W04,2017-01,2017-Q1,2017,1/19/17 0:00,Strength,Other
1/18/17,2017-W04,2017-01,2017-Q1,2017,1/18/17 0:00,Strength,Other
1/12/17,2017-W03,2017-01,2017-Q1,2017,1/12/17 0:00,Strength,Legs & Abs
1/9/17,2017-W03,2017-01,2017-Q1,2017,1/9/17 0:00,Cardio,Basketball
12/15/16,2016-W51,2016-12,2016-Q4,2016,12/15/16 0:00,Cardio,Volleyball
12/11/16,2016-W50,2016-12,2016-Q4,2016,12/11/16 0:00,Strength,Other
12/10/16,2016-W50,2016-12,2016-Q4,2016,12/10/16 0:00,Strength,Other
12/8/16,2016-W50,2016-12,2016-Q4,2016,12/8/16 0:00,Strength,Other
12/7/16,2016-W50,2016-12,2016-Q4,2016,12/7/16 0:00,Strength,Legs & Abs
12/4/16,2016-W49,2016-12,2016-Q4,2016,12/4/16 0:00,Strength,Other
12/3/16,2016-W49,2016-12,2016-Q4,2016,12/3/16 0:00,Strength,Legs & Abs
12/1/16,2016-W49,2016-12,2016-Q4,2016,12/1/16 0:00,Strength,Other
11/30/16,2016-W49,2016-11,2016-Q4,2016,11/30/16 0:00,Strength,Legs & Abs
11/29/16,2016-W49,2016-11,2016-Q4,2016,11/29/16 0:00,Mobility,Yoga
11/28/16,2016-W49,2016-11,2016-Q4,2016,11/28/16 0:00,Strength,Other
11/22/16,2016-W48,2016-11,2016-Q4,2016,11/22/16 0:00,Strength,Legs & Abs
11/21/16,2016-W48,2016-11,2016-Q4,2016,11/21/16 0:00,Strength,Legs & Abs
11/19/16,2016-W47,2016-11,2016-Q4,2016,11/19/16 0:00,Unknown,Legacy Exercise
11/18/16,2016-W47,2016-11,2016-Q4,2016,11/18/16 0:00,Strength,Other
11/17/16,2016-W47,2016-11,2016-Q4,2016,11/17/16 0:00,Cardio,Volleyball
11/14/16,2016-W47,2016-11,2016-Q4,2016,11/14/16 0:00,Strength,Legs & Abs
11/12/16,2016-W46,2016-11,2016-Q4,2016,11/12/16 0:00,Strength,Other
